id,first_name,last_name,gender,birthdate,deathdate,mother_id,father_id,spouse_id,children_ids
624,Juliana,Szymonowicz,Female,10/3/1923,2/18/1988,624,624,624,"[{},{},{},{}]"
625,Dexter,Lightbourne,Male,4/6/1913,6/15/1992,625,625,625,[]
626,Chantal,Woofinden,Male,10/7/1950,5/12/1996,626,626,626,[{}]
627,Mildrid,Allanson,Male,11/9/1917,8/7/1939,627,627,627,"[{},{}]"
628,Oralie,Wethey,Female,10/13/1984,4/6/1905,628,628,628,"[{},{},{},{},{}]"
629,Dylan,Rames,Female,10/16/1968,7/13/1936,629,629,629,[]
630,Hank,Weild,Female,7/23/2019,6/30/1994,630,630,630,"[{},{},{},{}]"
631,Amie,Perassi,Female,9/16/1991,9/1/1968,631,631,631,[]
632,Stefano,Connold,Male,8/10/1980,3/6/1947,632,632,632,"[{},{}]"
633,Barr,Usherwood,Male,1/4/1999,2/8/1998,633,633,633,"[{},{}]"
634,Guglielma,MacDearmid,Male,4/26/2012,4/29/1947,634,634,634,[]
635,Frayda,Wildsmith,Female,1/4/1947,5/22/1924,635,635,635,[{}]
636,Felike,Pulman,Female,3/2/1935,11/1/1958,636,636,636,[{}]
637,Mariann,Wiersma,Female,5/4/1943,11/15/2000,637,637,637,[{}]
638,Hermann,Cornelis,Female,8/27/1966,2/8/1958,638,638,638,[{}]
639,Irene,Boswell,Male,1/22/1957,10/22/1987,639,639,639,"[{},{}]"
640,Ibby,Rozycki,Female,3/21/1983,7/31/1929,640,640,640,"[{},{},{},{}]"
641,Caitrin,Gatling,Male,9/21/1929,12/26/2015,641,641,641,[]
642,Rasia,Covington,Male,8/24/1919,11/14/2001,642,642,642,[]
643,Billie,Jentle,Male,11/12/2002,12/31/1928,643,643,643,"[{},{},{}]"
644,Kathi,Jollye,Male,7/4/1958,2/23/1929,644,644,644,"[{},{},{},{},{}]"
645,Lea,Dadd,Male,7/17/2020,11/14/1969,645,645,645,[{}]
646,Joletta,Buttress,Male,3/16/1901,8/3/1992,646,646,646,"[{},{},{},{}]"
647,Tierney,Phidgin,Male,3/1/1912,6/20/2005,647,647,647,"[{},{},{},{}]"
648,Bell,Nussen,Female,6/15/2006,5/23/1925,648,648,648,[{}]
649,Jeremy,Gyver,Female,8/29/1972,10/27/2018,649,649,649,"[{},{}]"
650,Cher,Cordingly,Male,7/16/1959,4/1/1911,650,650,650,[]
651,Helsa,Agutter,Female,6/22/2019,11/10/2020,651,651,651,"[{},{},{},{}]"
652,Lonna,Scamerden,Female,10/30/1910,1/22/2007,652,652,652,[{}]
653,Joe,Moralee,Male,5/26/1987,2/5/1902,653,653,653,[{}]
654,Murvyn,Yvon,Male,12/1/1966,8/7/1983,654,654,654,"[{},{},{},{},{}]"
655,Wynn,Caraher,Male,8/24/1976,1/7/2013,655,655,655,"[{},{},{},{},{}]"
656,Doralia,Colton,Female,2/25/1925,1/15/1943,656,656,656,[]
657,Trisha,Curryer,Male,12/12/1937,10/18/1908,657,657,657,"[{},{},{},{},{}]"
658,Marlin,Heineking,Male,2/8/1903,9/27/1913,658,658,658,[]
659,Odie,Bernardelli,Male,2/13/1993,4/19/2001,659,659,659,"[{},{},{},{}]"
660,Brigit,Locket,Male,4/3/1981,9/30/1972,660,660,660,"[{},{}]"
661,Raoul,Delacourt,Male,12/4/1986,1/7/2014,661,661,661,[]
662,Noreen,Lednor,Female,4/12/1988,11/28/1956,662,662,662,"[{},{}]"
663,Hayward,Edmans,Female,5/2/1972,10/5/2004,663,663,663,"[{},{},{},{}]"
664,Philbert,Roughan,Female,4/4/1986,5/27/2007,664,664,664,"[{},{},{},{}]"
665,Hunter,Blankhorn,Female,12/30/1949,9/22/2017,665,665,665,[]
666,Binny,Waddilove,Female,3/15/1996,1/12/1960,666,666,666,"[{},{},{}]"
667,Paulie,Cankett,Male,12/25/2002,10/29/2008,667,667,667,"[{},{},{},{},{}]"
668,Gifford,Orrey,Male,8/3/2001,9/9/1933,668,668,668,"[{},{}]"
669,Stefan,Loosemore,Male,3/16/1933,12/16/1946,669,669,669,"[{},{},{},{},{}]"
670,Mikol,Harnott,Male,3/25/1974,5/29/1924,670,670,670,"[{},{}]"
671,Codee,Stienham,Male,12/18/1990,4/1/1939,671,671,671,"[{},{},{},{},{}]"
672,Jerad,Huguenet,Female,8/31/1900,12/2/1968,672,672,672,[]
673,Zandra,Stuer,Male,10/5/2017,1/11/1993,673,673,673,[{}]
674,Osmond,Golston,Female,3/20/1938,4/22/2005,674,674,674,"[{},{},{},{},{}]"
675,Maxine,Jiggle,Male,10/19/2004,7/29/2012,675,675,675,"[{},{},{}]"
676,Austen,Vallack,Male,10/6/1911,7/10/2021,676,676,676,"[{},{}]"
677,Andrea,Pollicott,Female,11/8/1922,10/17/1916,677,677,677,[{}]
678,Orbadiah,Pregel,Male,8/7/1910,1/29/1947,678,678,678,[]
679,Laney,Kingh,Male,4/11/1942,5/26/1920,679,679,679,"[{},{},{}]"
680,Ferdinanda,Marchant,Male,7/25/1930,4/12/1980,680,680,680,"[{},{},{},{},{}]"
681,Leslie,McKeggie,Female,6/11/2009,9/9/1997,681,681,681,"[{},{},{}]"
682,Shaun,Cornes,Female,11/6/1989,5/12/1960,682,682,682,"[{},{},{},{}]"
683,Ardyth,Lording,Female,6/8/2001,9/20/1906,683,683,683,"[{},{},{},{},{}]"
684,Olympie,Schiersch,Male,11/12/2017,10/21/2001,684,684,684,[{}]
685,Zita,Hagan,Male,8/24/1900,2/14/1966,685,685,685,"[{},{},{},{},{}]"
686,Say,Armfirld,Female,11/3/1955,2/22/1970,686,686,686,"[{},{},{},{},{}]"
687,Casie,Piddle,Male,2/17/1923,1/8/1948,687,687,687,[]
688,Claire,Eades,Female,2/20/1906,10/7/2004,688,688,688,"[{},{},{},{},{}]"
689,Cordi,Jaggli,Female,5/23/1966,3/4/1928,689,689,689,[]
690,Iormina,Waycot,Male,4/15/1902,6/27/1914,690,690,690,"[{},{},{},{}]"
691,Perice,Guido,Female,2/9/1940,12/26/1966,691,691,691,"[{},{},{},{},{}]"
692,Rene,Cheney,Male,10/1/1943,3/19/1969,692,692,692,"[{},{},{},{}]"
693,Eddy,Marr,Female,9/17/1945,7/24/1937,693,693,693,[{}]
694,Felix,Jacobovitch,Male,10/25/1987,7/21/1982,694,694,694,[{}]
695,Merrie,Mossbee,Female,11/30/1942,8/26/1934,695,695,695,"[{},{},{}]"
696,Cecil,Sheircliffe,Female,3/13/1972,8/13/1909,696,696,696,"[{},{},{},{},{}]"
697,Yoshi,Liddington,Female,8/29/1968,7/31/2008,697,697,697,"[{},{},{},{}]"
698,Jaclyn,Marcos,Female,6/12/2014,10/1/1948,698,698,698,"[{},{}]"
699,Rhodie,Alwin,Male,5/10/1936,12/8/2011,699,699,699,"[{},{},{},{}]"
700,Danyette,Worviell,Male,11/24/2015,1/22/2016,700,700,700,[{}]
701,Marya,Twelves,Female,8/5/2003,8/22/1973,701,701,701,"[{},{},{},{}]"
702,Norbert,Bottinelli,Female,8/14/2014,11/1/1966,702,702,702,"[{},{},{}]"
703,Corly,Burnyeat,Female,5/24/1900,8/31/1902,703,703,703,[{}]
704,Puff,Callar,Male,10/4/1913,2/2/2019,704,704,704,"[{},{}]"
705,Dyanna,Enrrico,Male,12/27/1901,3/15/1911,705,705,705,"[{},{}]"
706,Spence,Bengoechea,Female,6/10/1922,5/21/1922,706,706,706,[]
707,Cheston,Bickardike,Female,1/16/1982,9/21/1940,707,707,707,[]
708,Warde,McCoy,Female,8/13/1970,10/11/1905,708,708,708,"[{},{},{}]"
709,Jillie,Grissett,Male,5/5/1947,12/24/1905,709,709,709,[]
710,Crissie,Bullimore,Female,2/3/1996,11/8/1985,710,710,710,[]
711,Cristina,Trippack,Female,12/29/1969,3/4/1970,711,711,711,[]
712,Velvet,Saynor,Male,1/17/1934,11/29/1957,712,712,712,"[{},{}]"
713,Gerik,Konertz,Female,4/28/1904,3/28/1900,713,713,713,[{}]
714,Mavra,Van Arsdalen,Female,3/12/1943,12/22/1904,714,714,714,[]
715,Elliott,McDell,Male,12/16/2019,3/22/1982,715,715,715,"[{},{}]"
716,Leslie,Keyme,Male,3/28/1969,1/14/2011,716,716,716,[{}]
717,Mame,Devote,Male,11/7/1922,3/15/1953,717,717,717,"[{},{},{}]"
718,Prissie,Minogue,Male,12/8/1996,1/14/1945,718,718,718,"[{},{},{}]"
719,Sybille,Spain-Gower,Male,2/19/1985,8/13/2017,719,719,719,"[{},{},{},{},{}]"
720,Suzette,Gatenby,Male,8/25/2009,1/1/1933,720,720,720,"[{},{},{}]"
721,Twyla,Slorach,Female,12/27/1909,3/4/1917,721,721,721,"[{},{},{},{},{}]"
722,Dewie,Kobel,Male,9/15/1992,7/13/1902,722,722,722,"[{},{},{}]"
723,Sybyl,Eusden,Female,4/27/1950,11/3/1908,723,723,723,"[{},{},{}]"
724,Shirline,Handrik,Male,5/25/1989,10/10/1986,724,724,724,"[{},{},{},{},{}]"
725,Reggis,Lenard,Female,10/10/1905,6/21/1918,725,725,725,"[{},{},{},{},{}]"
726,Esmaria,Inglefield,Male,12/26/1936,2/13/1937,726,726,726,"[{},{}]"
727,Ignace,Ritchie,Female,6/21/1934,6/26/1961,727,727,727,[]
728,Porty,Friel,Female,12/13/1931,8/12/1979,728,728,728,"[{},{},{},{},{}]"
729,Katy,Sikorsky,Female,8/3/1901,9/24/1953,729,729,729,[{}]
730,Netty,Kilbane,Female,12/10/2018,1/31/1904,730,730,730,"[{},{}]"
731,Sergio,Farnan,Female,7/14/1964,7/17/1926,731,731,731,[{}]
732,Koral,Pesselt,Female,3/18/2013,12/5/1991,732,732,732,[]
733,Barrie,Ruggles,Male,8/25/1915,7/4/2009,733,733,733,"[{},{}]"
734,Patrice,Vaadeland,Male,8/10/1933,4/12/1981,734,734,734,[{}]
735,Micheline,Saunier,Male,3/10/1980,1/28/2021,735,735,735,[{}]
736,Lainey,Pinwell,Male,12/22/1924,6/11/1988,736,736,736,[]
737,Beverley,Dunckley,Female,3/15/2011,6/13/1979,737,737,737,"[{},{}]"
738,Tamarra,Gounod,Male,8/31/1994,12/19/1998,738,738,738,"[{},{},{}]"
739,Izabel,Sola,Male,5/9/1931,3/18/1927,739,739,739,"[{},{},{},{}]"
740,Charlene,Pellatt,Male,7/29/2000,2/1/1907,740,740,740,"[{},{},{},{},{}]"
741,Salem,Wannes,Male,6/23/1962,8/14/2000,741,741,741,"[{},{},{}]"
742,Hunfredo,Derrington,Male,9/26/2004,9/11/1999,742,742,742,[{}]
743,Willetta,Moulds,Male,4/22/1953,8/21/1918,743,743,743,"[{},{}]"
744,Matthiew,Oertzen,Female,3/9/1903,11/4/1975,744,744,744,"[{},{},{}]"
745,Melonie,Roberti,Female,11/3/1998,1/20/1952,745,745,745,[]
746,Addie,Jendricke,Female,11/8/1928,6/9/2021,746,746,746,"[{},{},{},{},{}]"
747,Nickey,Job,Male,2/15/1914,3/16/1976,747,747,747,"[{},{},{}]"
748,Shell,Caudelier,Male,11/22/2013,12/7/1975,748,748,748,[]
749,Nobie,Braycotton,Female,2/20/2007,7/4/1931,749,749,749,"[{},{}]"
750,Charmian,Putton,Female,7/13/1970,8/23/1963,750,750,750,[]
751,Nye,Blatchford,Female,7/22/1931,12/20/1972,751,751,751,"[{},{},{}]"
752,Theodosia,Charley,Male,4/28/2008,2/21/1989,752,752,752,[{}]
753,Lars,Gorman,Male,4/8/2021,4/27/1977,753,753,753,"[{},{},{},{},{}]"
754,Germaine,Bothram,Male,4/26/1977,9/27/2005,754,754,754,"[{},{}]"
755,Audi,Cudiff,Male,2/18/1949,4/2/1939,755,755,755,"[{},{},{}]"
756,Hamnet,Stringer,Male,12/10/1916,1/11/1988,756,756,756,"[{},{},{},{}]"
757,Lidia,Clemens,Male,8/5/1934,6/2/1903,757,757,757,[{}]
758,Eduino,Hofner,Female,2/8/1931,3/10/2001,758,758,758,[{}]
759,Fanni,Coltart,Female,9/6/1960,2/25/1986,759,759,759,[]
760,Ailee,Sully,Male,3/7/1986,10/26/1954,760,760,760,"[{},{},{}]"
761,Blane,Bransdon,Female,12/25/2007,6/9/2015,761,761,761,"[{},{},{},{}]"
762,Natala,Feasley,Female,3/9/1992,1/5/1960,762,762,762,"[{},{},{}]"
763,Helenka,Golton,Male,3/31/1936,11/22/1928,763,763,763,"[{},{},{}]"
764,Melba,Catley,Female,4/4/1917,7/26/1968,764,764,764,[{}]
765,Lanny,Cansdale,Male,8/25/1951,9/4/1917,765,765,765,"[{},{},{},{}]"
766,Dugald,Gook,Male,3/3/1960,8/1/1945,766,766,766,"[{},{},{},{},{}]"
767,Donny,Salvadore,Male,7/14/1932,4/3/1949,767,767,767,"[{},{},{},{},{}]"
768,Laurena,Hudson,Female,5/12/1908,3/14/1930,768,768,768,"[{},{}]"
769,Bernard,Balme,Male,9/20/1936,7/25/1902,769,769,769,"[{},{},{},{}]"
770,Dunc,Pol,Male,1/5/1946,3/14/2004,770,770,770,[{}]
771,Enrika,Siccombe,Male,4/22/1955,12/18/1925,771,771,771,"[{},{},{},{},{}]"
772,Dahlia,Counihan,Female,9/28/1981,9/5/1986,772,772,772,"[{},{},{}]"
773,Wendye,Heater,Female,10/7/1903,1/19/1982,773,773,773,[{}]
774,Orton,Hassan,Female,7/30/1955,10/30/1921,774,774,774,"[{},{},{},{}]"
775,Helene,Ilyunin,Male,6/14/1952,1/7/1928,775,775,775,"[{},{},{}]"
776,Ty,Zmitrichenko,Female,11/20/1964,4/6/2015,776,776,776,"[{},{},{},{},{}]"
777,Guenevere,Domenichelli,Male,7/19/1989,6/23/2000,777,777,777,"[{},{},{},{}]"
778,Ulla,Stonbridge,Male,6/5/1943,7/25/1991,778,778,778,"[{},{},{},{},{}]"
779,Camilla,Gager,Male,2/13/1959,3/14/1978,779,779,779,"[{},{},{},{},{}]"
780,Josselyn,Larner,Male,7/1/1988,4/28/2013,780,780,780,"[{},{},{},{},{}]"
781,Andros,Waycot,Female,10/3/2003,10/28/1941,781,781,781,[{}]
782,Gerik,Escott,Male,8/14/1931,4/16/1906,782,782,782,[]
783,Ahmad,Ollivier,Female,9/2/1971,6/3/1905,783,783,783,"[{},{},{}]"
784,Karlik,Wimpenny,Male,9/29/1991,11/2/2006,784,784,784,[]
785,Sosanna,Sygrove,Female,11/20/2005,9/23/2009,785,785,785,"[{},{},{},{},{}]"
786,Antonetta,Sellen,Female,11/11/1999,12/19/1981,786,786,786,"[{},{},{}]"
787,Chiarra,Dukelow,Female,5/6/1958,2/26/1978,787,787,787,"[{},{},{},{}]"
788,Benji,Yushin,Female,2/2/1998,10/19/1961,788,788,788,"[{},{},{},{},{}]"
789,Carlye,Spoward,Female,11/13/1901,6/5/1978,789,789,789,"[{},{},{},{}]"
790,Yalonda,Secombe,Female,11/19/1985,8/21/1904,790,790,790,"[{},{},{},{},{}]"
791,Gizela,Tyson,Male,4/10/2018,6/9/1946,791,791,791,[{}]
792,Jennine,Channon,Male,6/6/1968,6/20/1978,792,792,792,[{}]
793,Lindon,Ilett,Female,7/19/1991,3/18/1965,793,793,793,"[{},{},{},{},{}]"
794,Valida,Roddell,Female,7/14/1935,11/14/1902,794,794,794,"[{},{},{},{},{}]"
795,Camel,Tripon,Male,3/26/1956,8/11/1979,795,795,795,"[{},{}]"
796,Sherwynd,Liddell,Female,7/2/1936,6/16/1964,796,796,796,[{}]
797,Carolyn,Wyke,Female,11/15/1932,9/25/1949,797,797,797,"[{},{},{},{}]"
798,Halley,Keuning,Female,2/22/1967,10/1/1917,798,798,798,"[{},{},{},{}]"
799,Galvan,Piner,Female,12/7/1941,4/18/1979,799,799,799,"[{},{},{},{}]"
800,Annecorinne,Cubbinelli,Male,9/28/1980,2/1/1986,800,800,800,"[{},{},{},{}]"
801,Idalia,Fulun,Female,2/24/2013,8/8/1982,801,801,801,[]
802,Olympie,Towl,Male,3/20/1913,4/25/2009,802,802,802,"[{},{}]"
803,Derick,Stratiff,Male,10/19/1947,5/18/1995,803,803,803,[{}]
804,Kiri,Wyldes,Female,6/14/1918,9/5/1973,804,804,804,"[{},{},{}]"
805,Ramon,Farthing,Male,3/3/1966,1/31/1946,805,805,805,"[{},{},{},{},{}]"
806,Kristine,Young,Male,10/28/1968,11/23/1991,806,806,806,"[{},{},{},{},{}]"
807,Drona,Dayton,Male,10/22/1955,7/28/1973,807,807,807,[{}]
808,Alf,Impett,Male,12/23/1931,5/31/1965,808,808,808,[{}]
809,Siffre,Petyakov,Female,7/15/1993,11/10/2016,809,809,809,[]
810,Sorcha,Nealy,Female,4/27/1948,2/12/1969,810,810,810,"[{},{},{},{}]"
811,Hortense,Tyhurst,Female,1/2/2014,9/12/2003,811,811,811,"[{},{},{},{},{}]"
812,Jeremy,Spiteri,Male,10/27/1972,7/3/1968,812,812,812,[]
813,Roxie,Wray,Male,6/12/1969,10/29/1930,813,813,813,[{}]
814,Betteann,McGuggy,Female,11/3/2011,8/29/1951,814,814,814,[]
815,Noami,Cowles,Male,6/26/2016,8/20/1930,815,815,815,[{}]
816,Stephani,Bank,Male,7/19/1920,10/7/2016,816,816,816,"[{},{},{},{},{}]"
817,Deborah,Pachta,Female,2/9/1900,1/1/1998,817,817,817,"[{},{},{},{}]"
818,Maire,Gasticke,Female,3/31/1905,5/7/1918,818,818,818,[]
819,Claudina,Di Filippo,Male,7/17/1997,5/24/1941,819,819,819,"[{},{},{},{}]"
820,Alick,Gillies,Male,11/1/1989,2/17/1918,820,820,820,[]
821,Helsa,Chapell,Male,11/4/1900,1/14/1940,821,821,821,"[{},{},{}]"
822,Terri,Ricards,Male,3/7/2019,11/29/1920,822,822,822,[{}]
823,Tony,Tewes,Male,8/8/2016,8/26/1966,823,823,823,"[{},{},{}]"
824,Eddie,Schulkins,Female,6/9/1974,2/11/1939,824,824,824,"[{},{},{},{}]"
825,Jacinthe,Broadist,Male,6/24/1930,4/28/1916,825,825,825,[]
826,Morse,Queripel,Male,6/1/1915,5/8/1930,826,826,826,"[{},{},{}]"
827,Ahmad,Rodrig,Male,10/21/1905,9/8/1906,827,827,827,"[{},{},{},{},{}]"
828,Ephraim,Cardenosa,Female,8/20/1982,2/15/1916,828,828,828,"[{},{}]"
829,Saidee,Hugenin,Female,10/23/1947,5/3/1986,829,829,829,[]
830,Wallace,Dand,Male,1/29/1933,11/14/1983,830,830,830,"[{},{}]"
831,Olympe,Luckman,Male,1/27/1994,9/3/1918,831,831,831,[{}]
832,Regan,Sime,Male,11/26/1953,2/25/2005,832,832,832,"[{},{},{},{},{}]"
833,Dulcine,Sharply,Female,9/22/2000,8/18/1970,833,833,833,"[{},{}]"
834,Hurley,Beswetherick,Female,6/17/1983,8/29/1983,834,834,834,[]
835,Frasier,Menendez,Female,1/2/1914,1/2/1961,835,835,835,"[{},{},{},{},{}]"
836,Norrie,Kelf,Female,8/17/1930,9/18/1953,836,836,836,"[{},{}]"
837,Denny,Landis,Female,1/25/1987,12/11/2013,837,837,837,"[{},{}]"
838,Ingrid,Laurenson,Female,9/8/1956,6/5/2017,838,838,838,[{}]
839,Ruben,Whitlaw,Female,12/24/1964,8/8/1902,839,839,839,[{}]
840,Kendal,Panter,Female,5/31/1935,6/10/1987,840,840,840,"[{},{}]"
841,Corrine,Gannan,Female,10/21/1928,5/15/1957,841,841,841,"[{},{},{}]"
842,Suzann,Rassell,Male,2/8/1961,5/1/1957,842,842,842,[{}]
843,Sascha,Champion,Male,12/13/1998,8/9/1911,843,843,843,"[{},{}]"
844,Farleigh,Abramson,Male,7/12/1940,4/9/1927,844,844,844,"[{},{}]"
845,Iseabal,Cushion,Male,8/7/1993,10/21/1911,845,845,845,"[{},{},{}]"
846,Tomasine,Goadsby,Male,3/5/1995,4/9/1997,846,846,846,"[{},{},{},{},{}]"
847,Kelwin,Stuckow,Female,8/25/1913,9/25/1965,847,847,847,[{}]
848,Markos,Mingardo,Female,12/26/1925,4/14/1900,848,848,848,"[{},{},{},{}]"
849,Rutherford,Jurges,Male,9/24/1903,6/1/1931,849,849,849,[{}]
850,Pattie,Quartley,Male,10/20/1986,11/24/1982,850,850,850,[{}]
851,Obadiah,Grunnill,Female,10/8/2021,12/21/1931,851,851,851,[]
852,Britteny,Borrows,Male,1/3/1910,7/16/1911,852,852,852,"[{},{},{},{}]"
853,Swen,McKim,Male,2/25/1912,2/17/2011,853,853,853,[{}]
854,Norris,Burgess,Female,2/7/1975,4/29/1929,854,854,854,"[{},{}]"
855,Appolonia,Wollers,Female,12/15/2001,8/11/2006,855,855,855,[]
856,Micaela,Filpo,Male,9/15/2011,1/16/1920,856,856,856,"[{},{},{}]"
857,Maren,Silk,Male,7/21/1906,3/13/2017,857,857,857,"[{},{},{},{},{}]"
858,Hunter,Tetsall,Female,8/31/1968,11/18/1911,858,858,858,"[{},{},{},{},{}]"
859,Huntley,Ronan,Male,11/6/1991,4/3/1906,859,859,859,[{}]
860,Horten,Woolham,Female,10/25/1991,11/26/1961,860,860,860,"[{},{},{},{}]"
861,Desiree,Murr,Female,3/3/2021,11/10/1930,861,861,861,"[{},{},{}]"
862,Giustina,Dalman,Female,12/13/1996,3/23/1902,862,862,862,[]
863,Callie,Berrisford,Female,6/8/1953,11/4/1940,863,863,863,[]
864,Lindy,Bagnal,Male,4/21/1922,2/20/1930,864,864,864,[]
865,Erminia,Wasielewicz,Female,6/26/1995,5/27/2000,865,865,865,[]
866,Gino,Porritt,Female,5/18/1982,12/2/1978,866,866,866,"[{},{},{},{}]"
867,Daisie,Tollit,Female,9/18/1905,11/6/1937,867,867,867,"[{},{},{}]"
868,L;urette,Streeton,Female,11/4/1946,2/8/1955,868,868,868,"[{},{},{},{}]"
869,Iggie,Aldwick,Male,5/25/2000,5/24/2010,869,869,869,[]
870,Betsey,Cheng,Male,4/7/1931,11/26/1998,870,870,870,"[{},{},{},{},{}]"
871,Carmina,Yanyushkin,Female,4/6/1987,2/26/1946,871,871,871,"[{},{},{},{}]"
872,Lyndell,Newlan,Female,6/1/1958,2/10/1969,872,872,872,"[{},{},{},{}]"
873,Trenton,Mattis,Male,11/22/1995,12/6/1970,873,873,873,"[{},{},{}]"
874,Agnola,Burgum,Male,11/22/2005,5/27/1930,874,874,874,[]
875,Cullin,Nevison,Male,5/7/1960,4/20/1985,875,875,875,[{}]
876,Staci,Eidler,Male,6/29/1954,12/24/1929,876,876,876,"[{},{}]"
877,Odessa,Cerie,Female,3/3/1960,11/29/1900,877,877,877,"[{},{},{},{},{}]"
878,Case,MacKenny,Female,7/7/1905,11/27/1931,878,878,878,[]
879,Byrle,Bette,Male,2/21/1956,5/5/1953,879,879,879,"[{},{},{}]"
880,Odetta,Greggersen,Male,11/17/1955,3/1/2021,880,880,880,"[{},{},{},{}]"
881,Scotti,Blazdell,Male,11/3/1966,9/8/2017,881,881,881,"[{},{},{}]"
882,Maurene,Joist,Female,4/6/1924,7/26/1977,882,882,882,"[{},{}]"
883,Codi,Raimbauld,Male,1/24/1909,4/2/1963,883,883,883,[{}]
884,Isadore,Pipworth,Female,1/26/1977,10/23/1999,884,884,884,"[{},{},{}]"
885,Adrian,Dymond,Male,11/12/1932,3/21/1993,885,885,885,[]
886,Nikolai,Hetterich,Male,12/16/1960,7/10/1987,886,886,886,[]
887,Kristy,de Merida,Male,6/17/1913,9/22/1964,887,887,887,"[{},{},{},{},{}]"
888,Fabiano,Clubley,Male,5/13/1967,9/16/1908,888,888,888,"[{},{}]"
889,Shoshanna,Bleibaum,Male,2/7/2009,10/21/1904,889,889,889,"[{},{},{},{},{}]"
890,Bev,Polycote,Female,10/9/1915,7/3/1977,890,890,890,"[{},{},{}]"
891,Yorke,Coupar,Female,3/15/1912,12/20/2021,891,891,891,"[{},{},{},{},{}]"
892,Dulcia,Bryden,Male,5/14/2014,5/10/1949,892,892,892,"[{},{},{},{},{}]"
893,Derek,Lempke,Male,8/30/1955,6/9/1994,893,893,893,"[{},{},{}]"
894,Nadeen,Garry,Female,11/4/1933,11/2/1969,894,894,894,[]
895,Thibaut,Flipsen,Female,9/27/2000,7/13/2005,895,895,895,"[{},{}]"
896,Leola,Thonason,Female,3/13/1972,6/10/2012,896,896,896,[]
897,Belinda,Ondrousek,Male,3/31/2014,4/1/1972,897,897,897,"[{},{}]"
898,Celle,Dedrick,Female,10/23/1948,11/15/1918,898,898,898,"[{},{},{},{},{}]"
899,Hillier,Guyan,Male,12/3/2014,6/28/1985,899,899,899,"[{},{}]"
900,Anny,Ceaser,Male,10/29/1971,8/6/1947,900,900,900,"[{},{},{},{}]"
901,Ignatius,Lovelock,Male,4/3/1938,4/20/1975,901,901,901,"[{},{},{},{},{}]"
902,Siusan,Commuzzo,Male,7/18/2014,3/17/2009,902,902,902,[{}]
903,Teodorico,Kitchen,Male,12/5/1929,1/4/1999,903,903,903,"[{},{},{}]"
904,Giuseppe,Peschka,Male,3/11/2019,4/17/2015,904,904,904,"[{},{},{},{},{}]"
905,Augustus,Syseland,Female,9/21/1953,2/13/1978,905,905,905,"[{},{}]"
906,Wilek,Stallebrass,Male,12/10/1969,5/29/2000,906,906,906,"[{},{},{},{}]"
907,Kirsten,Poupard,Male,12/3/1976,9/9/2021,907,907,907,"[{},{}]"
908,Gal,Botcherby,Female,9/24/1946,6/24/1982,908,908,908,"[{},{},{},{},{}]"
909,Spense,Battabee,Male,6/9/2017,3/14/1941,909,909,909,[{}]
910,Debor,Grzeszczak,Female,12/21/1944,4/2/1975,910,910,910,"[{},{},{},{},{}]"
911,Robbin,Ridde,Female,4/17/2012,7/29/1962,911,911,911,[{}]
912,Theodosia,Thoresby,Female,10/25/1980,6/2/1907,912,912,912,"[{},{}]"
913,Nariko,Excell,Female,10/22/1942,9/25/1982,913,913,913,[]
914,Lorette,Maletratt,Female,7/5/2010,8/27/1953,914,914,914,"[{},{}]"
915,Nathalia,Flea,Male,5/26/1912,7/10/2010,915,915,915,[{}]
916,Trixy,D'orsay,Male,11/19/1972,8/11/1959,916,916,916,[]
917,Flemming,Killiner,Male,4/29/1998,3/23/2000,917,917,917,"[{},{},{},{},{}]"
918,Winna,Spraging,Female,5/15/1933,3/9/1951,918,918,918,"[{},{},{},{}]"
919,Letta,Madgewick,Female,3/13/1993,11/24/2005,919,919,919,"[{},{},{},{}]"
920,Chlo,Schruyers,Male,10/29/1968,5/17/1933,920,920,920,"[{},{}]"
921,Orlan,Beardsworth,Female,10/23/1999,11/22/1996,921,921,921,"[{},{},{}]"
922,Langston,Pigney,Female,8/12/2018,12/23/1969,922,922,922,[{}]
923,Deidre,D'Ruel,Female,7/20/1986,5/15/2008,923,923,923,"[{},{},{},{},{}]"
924,Manfred,Lattie,Female,12/29/2016,3/19/1980,924,924,924,"[{},{},{}]"
925,Annnora,Larvent,Female,4/10/1970,5/12/1949,925,925,925,[]
926,Rina,Guilleton,Female,10/4/1984,8/27/1940,926,926,926,[{}]
927,Avril,Dabney,Male,6/2/1996,4/21/1968,927,927,927,[{}]
928,Gregorius,Rames,Female,7/12/1988,11/22/1933,928,928,928,[{}]
929,Claybourne,Sprague,Female,12/2/1914,11/5/1932,929,929,929,[{}]
930,Tammie,Gainsborough,Male,11/5/1913,10/31/2010,930,930,930,"[{},{},{},{},{}]"
931,Kati,Itscovitz,Female,11/26/1941,11/2/1988,931,931,931,"[{},{},{},{},{}]"
932,Kacey,Parley,Female,9/24/1965,4/9/1963,932,932,932,"[{},{},{},{}]"
933,Darla,Mantram,Female,11/8/2016,9/6/1927,933,933,933,"[{},{},{},{}]"
934,Rikki,Collumbine,Female,3/4/1962,6/23/1975,934,934,934,"[{},{},{}]"
935,Terrence,Jefford,Female,1/31/1968,6/26/1941,935,935,935,"[{},{},{},{}]"
936,Ahmed,Snipe,Male,12/30/1980,9/24/1912,936,936,936,"[{},{},{}]"
